instance	campaign	src_bytes	min_bytes	turns	src_sha256
jqlang__jq-2598	ML_typeid	17812450	74475	119	3e164706b2ae83a035a5dc5218a866c5c7a9b34925850e03e0e73550a483a9a2
jqlang__jq-2650	ML_typeid	171295906	248281	444	6f43ab1bf45a9012ab1e8d7d0e56cc3e3aaabb558a7318c185bb3004a5740b4e
jqlang__jq-2658	ML_typeid	8142422	45089	74	d3f54d022bb3ece957895348c7a565c8c072b4ebfe49d7603b18bd368e869354
jqlang__jq-2728	ML_typeid	14290575	75725	95	6f98f3886bc169b042d484ced1afeaa3198aed1e0913fc5ed511fc754cb69852
jqlang__jq-2750	ML_typeid	26128776	66700	160	edac5fc08d7a8081fc3a3c9f39eda4a833c6300c5f00358d48869dfbc2a995a3
jqlang__jq-2839	ML_typeid	98243513	142794	259	d13c971dbcec6c30c099fa47d0e071265f603ed69ccd4bec5b0b1165bd228c66
jqlang__jq-2919	ML_typeid	16122646	65935	97	9421808ec90ba8237f32b792c2f279f24794ee5db4d424a716b96614b9dbbfdb
laravel__framework-51890	ML_typeid	19160146	67327	96	4cafe97a7963bd4966e13bf5385f4c97828f97ccd3d4f9c2c0cc1f6b9de35faa
laravel__framework-46234	ML_typeid	17738709	77614	108	f8fa107b48c0c6c7b831d05c160456db9306610348ddd983f8b8a39837311e71
laravel__framework-48573	ML_typeid	9578801	60952	82	4bd8c01bb2d0dbba70ab18f4204b4c601650312e131d5faa86685a27ac5f2987
laravel__framework-48636	ML_typeid	4577084	43856	65	276e51df5ef38d749cc86d7ebcfebbc0158862cc334aa64e6297d64901cc10b8
laravel__framework-51195	ML_typeid	7602178	42363	57	9130875bd3225aa6f894e29536ba2f6c28485e814880b9c1cfb725792121dee8
laravel__framework-52451	ML_typeid	33523197	134580	135	1aca00c089d207ec4a4a4be712f86d72570cd8aa8c7481fada38250ac6620c3e
laravel__framework-52680	ML_typeid	13303136	59893	85	f6383e2ec48b540be79317c0a9d0065a0221698578104c6154c8f01a56e3c1f2
laravel__framework-52684	ML_typeid	7985549	47236	66	8a8012a83ddb52bad5dce9057693619719780096831e31147cb9329774c063ed
laravel__framework-52866	ML_typeid	7049152	49734	63	bf8c2e080b2320f10381b026a8c4334860a8c08b96ed45d655e17343b874e5a2
laravel__framework-53206	ML_typeid	18001404	61127	111	9fb81da7df69a5049007cd1f7e681e57fbe605baa7f05b0438b28daf1bdf00ca
laravel__framework-53696	ML_typeid	10682458	56840	86	3c14d0bb245dbea23e7cda363c4a81ba6eceab41fc17ee0392bfa222838dd228
laravel__framework-53914	ML_typeid	9520666	61061	75	c64924682683d484515e2d6ffd25eb197cec55e30d5e7c34d6c3a3b7a6e061c3
laravel__framework-53949	ML_typeid	3619711	40557	48	59f2425913b50520e0a83f8c276ad749760d00f1f621c952075d71354572f017
micropython__micropython-10095	ML_typeid	77277616	109954	257	4a7e468c2b7f78349f7a5dfcfa61de2d6bcf7be27e84a2b7ba56b4db3e7f4e45
micropython__micropython-12158	ML_typeid	25720953	72657	121	ad965b5d163f74445a27a88cf0fa22c004cc9d3614a6fa6155bf2f5baec0f5eb
micropython__micropython-13039	ML_typeid	2890043	32685	51	969acf4f4914f1a36c6a80672785770615fa2a52ce0bd4003cb8b43b68a074bd
micropython__micropython-13569	ML_typeid	29957899	101894	135	16380851452095e3f1512b4253c94032887d022d12eb8bbf053b8c27db814fa7
micropython__micropython-15898	ML_typeid	3353665	41417	51	4082a84eeca5bf815d759081622d6d8b428ec947e569c7f5e8c8861131097638
mrdoob__three.js-25687	ML_typeid	4267912	35197	48	06ca4aa1696f271efc422a293fca4f7b3cfd94ecfb9c0e0107fe3de6362519ec
mrdoob__three.js-26589	ML_typeid	46215385	189982	129	c0607ee702931ad7f8bd5116e96199aaa719d116c427efd54fccb12c79d77dbc
mrdoob__three.js-27395	ML_typeid	23057973	56423	76	fe91dbc18b777bb6ca599bf123437daa0f8a140f01657a0effa4589324498e58
nlohmann__json-4237	ML_typeid	22677702	102539	117	c3586b97fdc892fdf679825907f1e72e4573f917f85a5f95696c8975393d06c8
nushell__nushell-12901	ML_typeid	139911103	137265	352	090ca83da4246240f29df8c958ff1f4eb730b4ff7ce78817bb0ae025d25d3474
nushell__nushell-12950	ML_typeid	13715131	58550	87	437c8b2434678bb0f6af4447e588358c5a228029be8ccf177b012ad56d102084
nushell__nushell-13246	ML_typeid	4279950	33020	46	56ab18eb01c1fec571785eaaadc3cdbe5b7bc01b5dd0b8a245c2432985ef6126
nushell__nushell-13605	ML_typeid	128835339	130364	440	dae9b2435889f8b8be4045926a3cbef2b9ff93c5b26a8b76d6eb0cbc025b3c76
nushell__nushell-13831	ML_typeid	9354006	60486	75	b3e12f7109e604761ca73e17e5019cfd6c68f8b66b48afc2438071617fbd473e
php-cs-fixer__php-cs-fixer-7635	ML_typeid	19674082	87031	88	9ac6bf8156965594c8ed581356fec1e1a254a44d4752b01be3d004e91ef1bbbe
php-cs-fixer__php-cs-fixer-7663	ML_typeid	15576838	46439	110	005a88d15dcb378cbe2010f859e8dc5fbad9bf64e0486b3c455f7e8626ecf6a3
php-cs-fixer__php-cs-fixer-7875	ML_typeid	16697955	76723	92	4f08d2908bccf9377f86c3eeb6a4904c955ab91c7dce184e573f5a125b5db868
php-cs-fixer__php-cs-fixer-7998	ML_typeid	28667777	112026	127	6a49525c3f7e65fe0c64337ec9bedc66814f6fef409694c970ade21db0d1f59c
php-cs-fixer__php-cs-fixer-8064	ML_typeid	35825966	125712	141	3801e3ad55c4355af53f410ab95af91c9fb32f5953d239a1f2762840de5cbf48
php-cs-fixer__php-cs-fixer-8075	ML_typeid	10460284	61998	73	9a486c66999884c295e7c1d9bf2e4845017ba82612ffeac9bca30e14484e1c51
php-cs-fixer__php-cs-fixer-8256	ML_typeid	15252185	112401	88	b359c358a18e148276b226a8c97b095aea4c906ff9d00d0c143cee1c8b4dc52c
php-cs-fixer__php-cs-fixer-8331	ML_typeid	24483477	100272	123	dcbdd88f2eca062b714361b6e76b83bb19d8a812bca61a0c49e4493ed68628bd
php-cs-fixer__php-cs-fixer-8367	ML_typeid	5135303	31103	59	4418c422061b158d808491330f0a470e35f5ecffa346193772c026eea572ba12
phpoffice__phpspreadsheet-3463	ML_typeid	10593474	65942	87	fcb51589043d9bfb6a4b8bc554b004711b3d8c68c7c51caeb1187deb8414e595
phpoffice__phpspreadsheet-3469	ML_typeid	64784751	163257	185	e85e1acf7b65eb9233afe272678d55b9e815ff76326dd3e8b3cf1d84106cec7d
phpoffice__phpspreadsheet-3570	ML_typeid	13003287	59630	85	acf300d7c7fb09ed03af0e84020262c7562dd39d41968439f4ee4ec362558501
phpoffice__phpspreadsheet-3659	ML_typeid	25733208	89015	117	72e37dea281cd64c6685dab3c4a82f362af514cd51dd32901dc2180c33219d3e
phpoffice__phpspreadsheet-3903	ML_typeid	16189602	69658	96	90781bdb9d82f5e7db087ac2e3cf63b4ea55e24847d926d57beb1cd796352b73
phpoffice__phpspreadsheet-4114	ML_typeid	12472971	61965	83	9cf693d20b2142482342a51d26b31db57013141c9d0a0aed6bc0ddfba2b4d378
phpoffice__phpspreadsheet-4186	ML_typeid	14041757	55782	98	35d2e57953b4080c1ec60cd43438456bb285fdcc67b5214c18a1cdbdca008eda
phpoffice__phpspreadsheet-4214	ML_typeid	23645734	95244	109	64a9037c4e97988b18153f73e5c1e4b070ddba38af6bec357de81f451703b21b
phpoffice__phpspreadsheet-4313	ML_typeid	72018087	282957	153	4b6d434fd16a4216c3fb0087f8dfe587cb32bd9129e0d1b3186057844bfbfb7e
preactjs__preact-2757	ML_typeid	32342390	79326	111	2bcc845ae751d85de23d2d1544ce3249219110c72b5aae6390d3f9a374f2cd7e
preactjs__preact-2896	ML_typeid	25955239	59845	91	67e500b01009a5b11d70539b58f459e41e255570d500b9392aa56e1d3d6ff463
preactjs__preact-2927	ML_typeid	22061176	62245	91	da5cbb4d43619f66c0aba14e3f9ce282b50a6e8d6ccaad49368a735199c6b93c
preactjs__preact-3010	ML_typeid	50237937	102285	138	3a5cb35ac8241f02b6deee1da3ac0816cc60021e840d9d3d4a3999683e9ea877
preactjs__preact-3062	ML_typeid	11291030	51816	70	9526e5b4ee4e95024f070f77c0ef9dc3cedf2383a0c5594170f2c2559a545df2
preactjs__preact-3345	ML_typeid	97724200	130323	127	3b7602f3096693e9ce4370eea77f2c64448dfb5b5ddbc3a32ed6f5c38ac790cf
preactjs__preact-3454	ML_typeid	16871893	56906	86	c05b017f6f6d3d5a4c0cc89e9e53c9252f0d03be954898f61ec7f1fbe8bf4c4c
preactjs__preact-3562	ML_typeid	32756511	78235	115	f9f751725291f13d0464fa9a34117ebe38bc5ab25f2e36043c5d81e993e1ffe7
preactjs__preact-3567	ML_typeid	70378378	128509	160	e71e304d05a2f1385ac9ecf3ffe8de3a500ef31d94a764c38c7a81aa86628f01
preactjs__preact-3689	ML_typeid	21006123	61771	100	e905a877e9bf9980a7fd91b36f64bcf2923a0908f1c3e3468d32d7b2e1c19129
preactjs__preact-3739	ML_typeid	55441557	121488	137	71c1c09db9b7ed6702673440aa17f48bef5b8cabf0d1a8156d8b9ee19a7fd7dd
preactjs__preact-3763	ML_typeid	7796732	45532	55	374a1e558871793008417a4f28eb4e57c7236df5b1536cc5feaa462d58c2d943
preactjs__preact-4182	ML_typeid	84007251	125102	122	471f9a7d8c86a46c9098c37564389a2605fafda92dd7542d98a12dc32b37c2d2
preactjs__preact-4245	ML_typeid	85828875	196278	174	0b26f2d3fa4ab21081bd434ceb14dd2aab92bd79c44cc2e00785256c1e38689c
preactjs__preact-4316	ML_typeid	13266525	58038	84	51ebfc1913fe8e2ab544d32de922dfa7fc82bf1c1739fa6d882a30ccffd9789a
preactjs__preact-4436	ML_typeid	71366534	102661	164	6e868b05970434a018b41dfbc71a8255bc095f3b80eca790b246668d2f213d69
projectlombok__lombok-2792	ML_typeid	46336154	127631	154	4dcb1ae216c232d56485ce06f6dc0eca97f4420d6d7df0645e1d4f8ae7e561cf
projectlombok__lombok-3009	ML_typeid	55296836	131718	192	27f53ac8d4f1f813d246310a9fe51bda0f2de8beea68f2abfe59f7a547c1b395
projectlombok__lombok-3042	ML_typeid	43255682	99701	180	7667d96ff4a2a8533018de6616cee488bcc3be4ea321c61b3f812850e319da47
projectlombok__lombok-3052	ML_typeid	41564452	104381	169	87e6deaba1a44ed7d85a64f9c787e7d451e8690aac66ccf8bfc3bdf554c8fa80
projectlombok__lombok-3215	ML_typeid	46579424	100307	156	a7560258a3c8bf2cac8ab45e2a1305b2f31341dfcbeb636c778ba7a14927d8a3
projectlombok__lombok-3312	ML_typeid	71185374	151703	211	188483e12ba2ba57bb62fed885dc7694fd450b3aaf5d61a3575392bbc96b9e54
projectlombok__lombok-3326	ML_typeid	132135623	130733	310	74abb9d4807f2ab762789c7764826f95803a6ea22d9230f483b75b6b0deef7cd
projectlombok__lombok-3350	ML_typeid	3099483	23363	37	8346e2fc696344c7cce31e75856b2976af407d89e5eb8071f3c27cd3331749d1
projectlombok__lombok-3371	ML_typeid	153495073	286142	290	5b98c89bd9e53a725bc7662a1a44439d3ee326ca2e5940dd7d99ad71f0a7b04e
projectlombok__lombok-3422	ML_typeid	35610270	105768	163	9f5ed85f65790d3186e2dfed0f5307f67445b3445ffb195951d57d2cbd2b441d
projectlombok__lombok-3479	ML_typeid	44955066	126461	180	a31db5071c3bb49785ea1375db1777454def4807e92fbb3df046cea985646886
projectlombok__lombok-3486	ML_typeid	16601089	53094	91	6ccf91b15b71c4bd8ad568f00994dfdddf621a3b0e3133fcdda708b318f0e415
projectlombok__lombok-3571	ML_typeid	2409828	28599	43	e86424570dfdef6943c74f61324f1c5313b88680a64bdaeb78fb2ca585a552a5
projectlombok__lombok-3594	ML_typeid	100466562	151102	244	b2f259200a280908e02fa6c3ec8ec362bf58bf2d7bf67d445e3e98c3adc74fe1
projectlombok__lombok-3602	ML_typeid	32930670	119419	133	d059ecd400b57eaa1bcf1d7a6f88efc9284e6c3b5a7aa103074795daed86059f
projectlombok__lombok-3674	ML_typeid	4664081	38809	50	5f2d1e4ecd676f64fceac7ede97058e887658c9ee35ff9d1031041a0ae7d9e00
projectlombok__lombok-3697	ML_typeid	19209721	68186	97	44aeaa73343ffe230308bd550bc915fd1a7c96e32eced2d23a2a52ee3a4a3d20
prometheus__prometheus-9248	ML_typeid	218365897	132563	237	de228466134da9276699b5f2f68380441f65eecd75e2d4259d3637936f4bd98b
prometheus__prometheus-10633	ML_typeid	14569743	48542	47	feaa017bb5fed05c523a8fa81ed0cdd991c87ed26e2c00fe809043726414d6fa
prometheus__prometheus-10720	ML_typeid	36088537	84687	189	025ee06333ee2fd605f0c532e9093d5c1aa1ed13c4eedce9a9fd36e5f668c5af
prometheus__prometheus-11859	ML_typeid	23773777	66190	127	6414ecd2c006f14d42215d4a180c1554a8e224769f01423fb1f053302ab1a1eb
prometheus__prometheus-12874	ML_typeid	34987174	90187	101	3289986575aa6e3c56bd5d102bbe37a9125ee879c2e52c711886464a5658c600
prometheus__prometheus-13845	ML_typeid	37902497	112253	147	24f3e838bdfc073ef4f433bdef1b86f94110ecbb401f1047382a5b37ed20e679
prometheus__prometheus-14861	ML_typeid	16085346	53075	90	65fb63144a8e771022fbe3c5eac701886b0834d44cb01559dc8424cf5fb0ace4
prometheus__prometheus-15142	ML_typeid	107538883	174396	159	ff20f35d273b7f75e1daef31df24eb2d29a1b2573ea36eb9507a4ce283d4c222
reactivex__rxjava-7597	ML_typeid	22135400	58100	125	747fa0a73d7cdeb1b489b794e0c7f67ac09aef911ef348fb8e006e3bf4e7f14f
redis__redis-10068	ML_typeid	7784122	48868	61	f69f8a2519ff880bbdbdc85dce6338a4e2f98da64e252d5a805c4063e2a9e5e5
redis__redis-10095	ML_typeid	6369995	44929	65	3ff8f055a8d25de1820734dc2e1d63b8045a4d2908e50ff9b5a9010f9e551a0b
redis__redis-10764	ML_typeid	9069605	53175	71	8fe59b7b16f96149c2ae443706931b8ed68b4d2c82e7da1f98c871fd3f6ea308
redis__redis-11279	ML_typeid	36297037	109725	140	cb99b63ad9bdea0d650a697ce13ab2fe2543017682fdef9b70f0be90ecd36fdf
redis__redis-11510	ML_typeid	11523983	49322	95	237a5dc2697a20aa50440b8c98a59991830b21e445888d5de007158ec4264db5
redis__redis-11631	ML_typeid	23186034	94556	106	ee4ba9025676ff27b3082f0ec2ff0e096609e1f92fa244ccbde4791284c2c452
redis__redis-11734	ML_typeid	24293480	102435	106	18564a3a9f5d066e0cb2cd84f14c9295f39e2c87483beae75f3fb134dedd5ada
redis__redis-12272	ML_typeid	4206046	67733	45	5fd538348f94912be2b44503ffeab20a59f15c5dd650ae9c9c142021ec9cd7d8
redis__redis-12472	ML_typeid	16158222	53459	105	e4634ebdee0056968e265093f4645ef171f8ef4926eaed39fa397a49f52e60b8
redis__redis-13115	ML_typeid	3345962	35933	43	3b7b4fbf14e5fad78ece318074373842e783dc8bd7f8a771db6dc36f8e6f7060
redis__redis-13338	ML_typeid	7809070	62103	59	32e587f35ebcae6e65cc265fd9b397695b9a5d4789c84e477c7dee53b0b224b2
redis__redis-9733	ML_typeid	41060692	130624	152	9b982ace75b9edf4b7496d8063dda6fdc16f73fc68893136f6c8f0acaa974e01
rubocop__rubocop-13362	ML_typeid	18151772	85294	118	0164bf397ac3fc0325756998d19ba00a59cf7166ff2154f061618d2276be6e5a
rubocop__rubocop-13375	ML_typeid	11302616	60268	85	60948801cfe5eddb14ef5d3ef2bacfe673e2c7a69504c873b8b1f3650c010369
rubocop__rubocop-13393	ML_typeid	8696065	61165	77	60ab414caf7b2e6c97f9cb8dae6389db3968d7f609e0b3012b288e43f67c6b3f
rubocop__rubocop-13396	ML_typeid	53018056	115432	192	9144649c7d664f5ebef55991377a593e6964fd9f0475815cf99d5c5ca590f216
rubocop__rubocop-13424	ML_typeid	80107117	209271	208	52e67136e38304e73d7f84b66167782fee2400913967ce7e1a8d6026c694386e
