task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
fmtlib,run_9,40.039922878,harness,43.08,10.19,18.5,29.01,6.75,11.76,23.52,5.49,1.18,8.63
fmtlib,run_9,40.039922878,tool,27.53,18.03,38.06,17.34,21.17,16.89,10.61,6.73,1.78,17.78
fmtlib,run_9,50.051253387,tool,27.42,17.59,34.17,21.8,18.98,15.18,14.89,6.92,1.81,17.12
fmtlib,run_9,60.061664254,tool,31.37,17.25,28.63,23.14,15.29,13.33,14.12,9.02,1.57,16.47
fmtlib,run_9,70.071917023,harness,39.7,9.37,16.0,34.04,5.93,10.08,28.55,5.49,1.17,7.8
fmtlib,run_9,70.071917023,tool,25.63,17.09,35.25,22.42,19.97,15.29,15.71,6.7,1.62,16.68
fmtlib,run_9,80.081921367,harness,46.14,10.41,18.29,26.3,6.75,11.54,21.37,4.93,0.94,8.52
fmtlib,run_9,80.081921367,tool,29.38,19.73,35.93,15.05,20.28,15.64,8.34,6.71,1.62,19.31
fmtlib,run_9,90.09226613,tool,29.41,18.04,31.37,21.57,17.25,14.12,13.33,8.24,1.57,17.25
fmtlib,run_9,100.101934317,harness,45.22,11.6,16.92,28.08,5.6,11.31,22.02,6.05,0.84,9.13
fmtlib,run_9,100.101934317,tool,32.95,14.89,38.14,15.28,20.23,17.91,9.64,5.65,2.08,14.38
fmtlib,run_9,110.11193628,tool,30.55,19.05,36.14,15.39,19.92,16.23,9.64,5.75,1.87,18.71
fmtlib,run_9,120.121920286,tool,31.18,18.98,29.08,21.07,14.86,14.21,12.43,8.65,1.57,18.37
fmtlib,run_9,130.126215779,harness,46.93,9.82,16.95,24.53,5.98,10.97,18.14,6.39,1.18,8.25
fmtlib,run_9,130.126215779,tool,34.39,14.44,23.88,27.48,10.76,13.12,16.82,10.67,1.58,14.05
fmtlib,run_9,133.999708183,harness,33.25,9.82,13.79,42.37,5.07,8.72,35.32,7.05,1.19,8.27
fmtlib,run_9,133.999708183,tool,29.16,14.04,32.25,19.24,17.25,15.0,10.83,8.41,1.63,13.42
