task,run,t,fence,retiring,bad_spec,fe_bound,be_bound,fetch_lat,fetch_bw,mem_bound,core_bound,heavy_ops,br_mispred
php-cs-fixer,run_8,90.087300852,tool,29.96,14.0,32.22,23.3,17.81,14.41,13.24,10.06,3.54,13.54
php-cs-fixer,run_8,100.097252717,harness,42.51,9.59,15.91,29.27,6.39,9.52,22.73,6.54,1.06,8.39
php-cs-fixer,run_8,100.097252717,tool,32.16,15.05,32.05,21.56,17.27,14.79,11.91,9.65,3.4,14.4
php-cs-fixer,run_8,110.107263707,harness,42.96,8.89,15.48,30.46,5.41,10.07,23.8,6.67,1.57,7.84
php-cs-fixer,run_8,110.107263707,tool,30.04,14.25,32.21,23.46,17.78,14.43,13.28,10.18,3.53,13.75
php-cs-fixer,run_8,120.117256432,tool,29.44,14.74,32.45,23.83,18.02,14.43,13.55,10.29,3.56,14.37
php-cs-fixer,run_8,130.127253879,harness,38.46,9.43,13.19,37.75,5.97,7.22,31.07,6.68,1.57,7.87
php-cs-fixer,run_8,130.127253879,tool,29.59,14.45,32.83,23.24,18.21,14.62,13.27,9.96,3.54,14.06
php-cs-fixer,run_8,140.137255329,tool,30.47,15.73,31.6,22.65,17.05,14.55,12.35,10.29,3.55,15.23
php-cs-fixer,run_8,150.147251653,harness,44.35,9.41,16.11,31.76,5.92,10.19,25.1,6.67,1.57,7.84
php-cs-fixer,run_8,150.147251653,tool,29.78,15.27,31.59,23.36,17.37,14.22,13.11,10.25,3.5,14.78
php-cs-fixer,run_8,160.157258312,harness,44.43,9.64,16.79,31.05,6.81,9.98,24.61,6.44,1.13,8.51
php-cs-fixer,run_8,160.157258312,tool,31.43,14.37,32.34,22.14,17.09,15.25,12.41,9.73,3.68,13.72
php-cs-fixer,run_8,162.209522483,harness,22.61,7.99,10.88,58.22,4.66,6.21,51.44,6.79,0.98,7.45
php-cs-fixer,run_8,162.209522483,tool,33.23,13.2,33.02,21.81,18.32,14.7,12.52,9.29,3.19,12.42
php-cs-fixer,run_9,10.009888325,harness,32.08,16.7,35.43,15.35,21.55,13.89,10.01,5.34,1.28,15.39
php-cs-fixer,run_9,10.009888325,tool,27.94,10.83,38.04,22.01,22.9,15.13,12.99,9.03,3.23,10.43
php-cs-fixer,run_9,20.020236467,harness,41.43,12.23,20.34,27.55,8.61,11.73,20.26,7.29,1.27,10.81
php-cs-fixer,run_9,20.020236467,tool,27.53,14.05,36.06,22.36,20.79,15.28,13.05,9.3,2.96,13.62
php-cs-fixer,run_9,30.029888362,harness,47.67,11.79,20.65,23.65,8.29,12.36,16.99,6.66,1.3,9.69
php-cs-fixer,run_9,30.029888362,tool,29.59,13.49,34.5,22.49,19.32,15.18,13.16,9.33,3.1,13.07
php-cs-fixer,run_9,40.039893581,harness,47.66,10.93,19.13,25.69,8.25,10.88,18.56,7.13,1.72,9.36
php-cs-fixer,run_9,40.039893581,tool,30.15,13.68,34.17,21.87,19.01,15.16,12.66,9.21,3.12,12.99
php-cs-fixer,run_9,50.04989343,tool,28.97,14.01,33.77,23.26,19.3,14.47,13.42,9.84,3.42,13.53
php-cs-fixer,run_9,60.059898588,tool,29.17,14.66,32.75,23.67,18.34,14.4,13.11,10.56,3.37,14.23
php-cs-fixer,run_9,70.062458386,harness,49.71,10.97,21.66,17.67,8.34,13.32,11.4,6.27,1.96,9.02
php-cs-fixer,run_9,70.062458386,tool,29.3,14.43,33.36,23.24,18.54,14.81,13.04,10.2,3.32,13.98
php-cs-fixer,run_9,80.071892457,tool,29.63,15.08,32.59,22.75,17.81,14.78,12.23,10.52,3.32,14.56
php-cs-fixer,run_9,90.081888219,harness,42.43,9.6,17.96,30.0,6.46,11.49,23.73,6.27,1.5,8.1
php-cs-fixer,run_9,90.081888219,tool,29.14,15.64,32.03,23.69,17.6,14.43,12.86,10.82,3.33,15.08
php-cs-fixer,run_9,100.091891586,harness,44.92,9.32,16.09,29.19,5.76,10.33,22.44,6.75,1.57,7.76
php-cs-fixer,run_9,100.091891586,tool,29.51,15.56,32.28,23.33,17.97,14.31,12.59,10.74,3.26,14.85
php-cs-fixer,run_9,110.101895863,harness,43.36,9.69,17.43,30.21,5.62,11.81,23.46,6.74,1.57,8.12
php-cs-fixer,run_9,110.101895863,tool,29.42,15.53,32.04,23.61,17.67,14.37,12.8,10.8,3.33,14.94
php-cs-fixer,run_9,120.111891932,tool,29.3,15.58,32.09,23.58,17.69,14.41,12.77,10.81,3.32,15.0
php-cs-fixer,run_9,130.121893749,harness,39.6,9.34,15.24,36.08,6.32,8.92,29.02,7.06,1.57,7.78
php-cs-fixer,run_9,130.121893749,tool,29.43,15.56,32.28,23.43,17.58,14.7,12.62,10.81,3.34,15.01
php-cs-fixer,run_9,140.131894323,tool,29.36,15.39,32.02,23.53,17.73,14.29,12.8,10.73,3.31,14.95
php-cs-fixer,run_9,150.1418951,harness,45.89,9.3,17.58,28.72,6.21,11.37,21.67,7.05,1.57,8.97
php-cs-fixer,run_9,150.1418951,tool,29.41,15.98,31.56,23.39,17.38,14.18,12.73,10.66,3.41,15.33
php-cs-fixer,run_9,160.151907983,harness,43.62,10.25,16.7,30.35,6.83,9.87,23.3,7.05,1.53,8.94
php-cs-fixer,run_9,160.151907983,tool,30.12,16.04,31.62,22.95,17.27,14.35,12.27,10.69,3.38,15.28
php-cs-fixer,run_9,162.330651531,harness,17.0,8.23,9.4,66.14,4.22,5.18,58.6,7.54,0.82,7.45
php-cs-fixer,run_9,162.330651531,tool,29.8,16.33,31.1,22.83,16.68,14.42,12.16,10.67,3.44,15.84
