"fence","metric","grp","col","n","median","mean","p5","p95","max"
"harness","IPC","TypeScript","docusaurus-9897",189,1.3021,1.77132116402116,0.3928,3.69676,3.8808
"harness","IPC","TypeScript","immutable-js-2006",388,1.89265,1.92410180412371,0.392915,3.938425,4.3364
"harness","L1D miss rate (%)","C","jq-2598",278,1.6663,2.8572928057554,0.65998,5.089715,14.2133
"harness","L1D miss rate (%)","C","micropython-13039",102,2.34245,2.98564705882353,0.738275,5.03668,7.1066
"harness","L1D miss rate (%)","C","redis-12272",96,2.89115,3.13285,0.781025,5.077125,13.169
"harness","L1D miss rate (%)","C++","fmt-2457",864,0.93755,2.99741226851852,0.459615,13.8800899999998,43.4456
"harness","L1D miss rate (%)","C++","fmt-3750",253,1.6963,2.90494505928854,0.65496,5.05628,15.4565
"harness","L1D miss rate (%)","C++","fmt-3901",84,3.86625,3.37245,0.8499,5.059135,12.4066
"harness","L1D miss rate (%)","C++","json-4237",289,1.6353,2.83557993079585,0.68688,5.05858,13.5651
"harness","L1D miss rate (%)","Go","caddy-4774",705,1.1202,2.90557304964539,0.50654,14.10584,30.3177
"harness","L1D miss rate (%)","Go","gin-2121",81,3.3258,3.30529506172839,0.8239,5.1209,12.7114
"harness","L1D miss rate (%)","Go","hugo-12579",143,2.0993,2.91687272727273,0.68539,5.07079,13.0177
"harness","L1D miss rate (%)","Go","prometheus-10720",588,1.164,3.14059795918367,0.62024,13.659795,26.0731
"harness","L1D miss rate (%)","Java","gson-1093",122,3.02625,3.05637704918033,0.742275,5.06169,7.8453
"harness","L1D miss rate (%)","Java","gson-2134",98,3.46815,3.18723367346939,0.745065,5.05813,11.3978
"harness","L1D miss rate (%)","Java","javaparser-4538",144,2.48225,2.95885625,0.72521,5.04282,6.7638
"harness","L1D miss rate (%)","Java","lombok-3479",545,1.1667,2.85881724770642,0.57836,6.86103999999991,25.6317
"harness","L1D miss rate (%)","JavaScript","babel-15649",136,3.0046,3.07710882352941,0.712125,5.097775,12.9646
"harness","L1D miss rate (%)","JavaScript","preact-3763",118,2.5052,2.97757288135593,0.73386,5.08335,5.2
"harness","L1D miss rate (%)","JavaScript","three.js-26589",350,1.2023,2.55489685714286,0.647005,5.043875,15.2335
"harness","L1D miss rate (%)","PHP","carbon-2752",224,2.15735,2.93526428571429,0.742795,5.0678,13.3424
"harness","L1D miss rate (%)","PHP","framework-52684",132,2.97075,3.02066136363636,0.699635,5.045645,5.4238
"harness","L1D miss rate (%)","PHP","php-cs-fixer-8064",366,1.27435,2.65956366120219,0.618125,5.053875,15.0255
"harness","L1D miss rate (%)","PHP","phpspreadsheet-3463",183,2.1045,2.99038306010929,0.69724,5.07736,13.4762
"harness","L1D miss rate (%)","Python","astropy",1308,0.9763,4.16142148318043,0.45868,16.65844,52.6378
"harness","L1D miss rate (%)","Python","scikit-learn",144,3.42035,3.09348680555556,0.733525,5.06258,9.6472
"harness","L1D miss rate (%)","Python","sympy",1887,0.8824,4.65408722840488,0.35846,20.875,54.1127
"harness","L1D miss rate (%)","Ruby","fastlane-20958",134,1.7288,2.97249179104478,0.68696,5.11216,12.9789
"harness","L1D miss rate (%)","Ruby","fpm-1829",144,2.2717,2.96677013888889,0.697115,5.0441,12.6968
"harness","L1D miss rate (%)","Ruby","rubocop-13560",607,1.212,3.04124036243822,0.63568,8.24043999999998,27.6066
"harness","L1D miss rate (%)","Rust","axum-1730",224,1.6298,2.69783214285714,0.6592,5.05389,9.335
"harness","L1D miss rate (%)","Rust","bat-2835",661,1.1111,2.98902813918306,0.5135,10.6079,28.8102
"harness","L1D miss rate (%)","Rust","nushell-13831",161,3.0261,3.02614285714286,0.7009,5.1073,8.0708
"harness","L1D miss rate (%)","Rust","ripgrep-2209",336,1.3309,2.68238422619048,0.63115,5.031875,15.5281
"harness","L1D miss rate (%)","SPEC-fp","SPEC-fp",12,2.92904,6.32611,0.4747265,17.0379665,19.68378
"harness","L1D miss rate (%)","SPEC-int","SPEC-int",14,1.72378,2.46367142857143,0.3685295,5.7744075,6.15794
"harness","L1D miss rate (%)","TypeScript","docusaurus-10130",173,1.6344,2.91343583815029,0.69968,5.05494,12.9319
"harness","L1D miss rate (%)","TypeScript","docusaurus-9897",196,2.0217,2.89048673469388,0.693275,5.0779,9.4124
"harness","L1D miss rate (%)","TypeScript","immutable-js-2006",375,1.3169,2.5658192,0.61745,5.07078,15.3378
"harness","L1D-load MPKI","C","jq-2598",278,4.15135,7.46074928057554,1.404325,13.775355,37.322
"harness","L1D-load MPKI","C","micropython-13039",102,6.2486,7.8505068627451,1.676265,13.626335,15.5032
"harness","L1D-load MPKI","C","redis-12272",96,7.23905,8.24948229166667,1.591325,13.7495,34.4773
"harness","L1D-load MPKI","C++","fmt-2457",864,2.2159,7.57291469907407,0.55429,36.0879549999996,109.8289
"harness","L1D-load MPKI","C++","fmt-3750",253,4.5876,7.56552411067194,1.28878,13.67426,40.6945
"harness","L1D-load MPKI","C++","fmt-3901",84,9.99305,8.91814880952381,1.903335,13.688095,32.6738
"harness","L1D-load MPKI","C++","json-4237",289,4.1097,7.37515813148789,1.25502,13.65948,36.2499
"harness","L1D-load MPKI","Go","caddy-4774",705,2.6032,7.40576028368794,0.58884,36.90226,72.3527
"harness","L1D-load MPKI","Go","gin-2121",81,8.7838,8.73357901234568,1.7405,13.9203,33.4016
"harness","L1D-load MPKI","Go","hugo-12579",143,5.6678,7.60631258741259,1.32598,13.73107,34.8193
"harness","L1D-load MPKI","Go","prometheus-10720",588,2.8025,8.14401649659864,1.13618,35.340035,62.9778
"harness","L1D-load MPKI","Java","gson-1093",122,8.19435,7.98961147540984,1.46719,13.67611,20.8958
"harness","L1D-load MPKI","Java","gson-2134",98,8.764,8.36846530612245,1.583255,13.71136,29.9882
"harness","L1D-load MPKI","Java","javaparser-4538",144,6.4326,7.79782569444444,1.51942,13.675265,15.5065
"harness","L1D-load MPKI","Java","lombok-3479",545,2.8511,7.37124568807339,0.88238,18.0216799999998,61.7206
"harness","L1D-load MPKI","JavaScript","babel-15649",136,7.88225,8.11349632352941,1.467975,13.764,34.7343
"harness","L1D-load MPKI","JavaScript","preact-3763",118,6.8568,7.7484093220339,1.42039,13.75199,14.0525
"harness","L1D-load MPKI","JavaScript","three.js-26589",350,2.9374,6.49561857142857,0.85252,13.66217,40.1826
"harness","L1D-load MPKI","PHP","carbon-2752",224,5.7325,7.69696919642857,1.578805,13.658925,35.2362
"harness","L1D-load MPKI","PHP","framework-52684",132,7.9484,7.95758939393939,1.53551,13.637905,13.8881
"harness","L1D-load MPKI","PHP","php-cs-fixer-8064",366,3.089,6.88779043715847,0.8968,13.62975,39.6952
"harness","L1D-load MPKI","PHP","phpspreadsheet-3463",183,5.5946,7.89093333333333,1.52544,13.74148,35.7939
"harness","L1D-load MPKI","Python","astropy",1308,2.3711,10.6276094801223,0.6177,42.517285,133.3904
"harness","L1D-load MPKI","Python","scikit-learn",144,8.5458,8.08234305555555,1.52898,13.68922,22.2168
"harness","L1D-load MPKI","Python","sympy",1887,2.2249,11.8015413354531,0.49295,50.0993399999998,137.3871
"harness","L1D-load MPKI","Ruby","fastlane-20958",134,4.65635,7.70693880597015,1.2371,13.827885,34.6922
"harness","L1D-load MPKI","Ruby","fpm-1829",144,6.15,7.67430277777778,1.34875,13.609335,33.8697
"harness","L1D-load MPKI","Ruby","rubocop-13560",607,3.0349,7.88515584843493,1.14141,21.25034,67.7097
"harness","L1D-load MPKI","Rust","axum-1730",224,4.08755,6.874921875,0.94546,13.661475,24.5687
"harness","L1D-load MPKI","Rust","bat-2835",661,2.5875,7.62823298033283,0.6911,27.6954,68.9466
"harness","L1D-load MPKI","Rust","nushell-13831",161,8.1739,7.92111925465839,1.4673,13.7923,21.4638
"harness","L1D-load MPKI","Rust","ripgrep-2209",336,3.30635,6.88558720238095,0.886175,13.6091,40.8922
"harness","L1D-load MPKI","SPEC-fp","SPEC-fp",12,9.96603,24.9095241666667,1.2893945,82.7448184999999,127.94444
"harness","L1D-load MPKI","SPEC-int","SPEC-int",14,4.7968,7.16221928571429,0.4896235,17.570019,19.30093
"harness","L1D-load MPKI","TypeScript","docusaurus-10130",173,4.405,7.54516878612717,1.3055,13.67946,34.858
"harness","L1D-load MPKI","TypeScript","docusaurus-9897",196,5.40705,7.55561734693878,1.35945,13.734925,24.8139
"harness","L1D-load MPKI","TypeScript","immutable-js-2006",375,3.1905,6.5804184,0.83175,13.70685,40.4869
"harness","L1I MPKI (code-read)","C","jq-2598",272,10.7269,43.0778441176471,1.338125,104.85153,111.6792
"harness","L1I MPKI (code-read)","C","micropython-13039",115,96.9516,61.1504347826087,4.31545,107.58627,108.4514
"harness","L1I MPKI (code-read)","C","redis-12272",98,64.74095,58.6339612244898,4.209225,106.26961,107.596
"harness","L1I MPKI (code-read)","C++","fmt-2457",858,2.458,24.5878095571096,0.340625,105.4546,116.3898
"harness","L1I MPKI (code-read)","C++","fmt-3750",256,18.3629,46.94757109375,1.374175,105.574775,128.6927
"harness","L1I MPKI (code-read)","C++","fmt-3901",85,52.3721,57.4737258823529,6.53352,105.40598,107.7316
"harness","L1I MPKI (code-read)","C++","json-4237",270,13.6708,44.5154588888889,1.06411,105.50206,111.7513
"harness","L1I MPKI (code-read)","Go","caddy-4774",698,3.1815,28.0545389684814,0.36105,105.623395,119.5909
"harness","L1I MPKI (code-read)","Go","gin-2121",79,47.2093,58.033046835443,5.654,105.87828,111.4764
"harness","L1I MPKI (code-read)","Go","hugo-12579",142,39.73165,52.8108563380282,2.440525,105.13213,123.9447
"harness","L1I MPKI (code-read)","Go","prometheus-10720",579,3.65,32.6623350604491,0.4831,106.28447,112.3004
"harness","L1I MPKI (code-read)","Java","gson-1093",124,47.35925,55.9136766129032,2.41915,107.530735,112.1451
"harness","L1I MPKI (code-read)","Java","gson-2134",103,51.7918,57.0266310679612,4.16649,105.82101,112.8658
"harness","L1I MPKI (code-read)","Java","javaparser-4538",146,49.64135,55.9027308219178,2.439775,106.9309,109.1524
"harness","L1I MPKI (code-read)","Java","lombok-3479",561,4.2323,34.0923962566845,0.6076,106.484,124.0888
"harness","L1I MPKI (code-read)","JavaScript","babel-15649",139,36.6294,53.1267323741007,2.63899,105.65468,113.1952
"harness","L1I MPKI (code-read)","JavaScript","preact-3763",115,54.5991,55.3597286956522,3.40925,106.32293,111.8685
"harness","L1I MPKI (code-read)","JavaScript","three.js-26589",346,6.01835,37.9688898843931,0.6578,106.215,123.272
"harness","L1I MPKI (code-read)","PHP","carbon-2752",225,19.9629,47.6883048888889,1.47396,106.73444,112.5006
"harness","L1I MPKI (code-read)","PHP","framework-52684",137,34.7488,53.0047131386861,2.80814,106.54718,107.9004
"harness","L1I MPKI (code-read)","PHP","php-cs-fixer-8064",368,8.53325,37.6947097826087,0.808895,105.86203,110.0155
"harness","L1I MPKI (code-read)","PHP","phpspreadsheet-3463",186,30.4099,52.6998521505376,1.818625,107.14695,113.4046
"harness","L1I MPKI (code-read)","Python","astropy",1300,2.0381,20.8145015384615,0.318695,102.257075,118.6556
"harness","L1I MPKI (code-read)","Python","scikit-learn",143,34.6388,54.6665657342657,2.45886,107.12857,112.4859
"harness","L1I MPKI (code-read)","Python","sympy",1909,1.9565,17.3239864850707,0.2689,104.847,124.7055
"harness","L1I MPKI (code-read)","Ruby","fastlane-20958",156,30.4761,53.4242467948718,2.24305,107.418075,124.8443
"harness","L1I MPKI (code-read)","Ruby","fpm-1829",143,53.5036,54.5026398601399,2.15229,107.77837,117.347
"harness","L1I MPKI (code-read)","Ruby","rubocop-13560",600,3.49225,32.908924,0.472075,105.87738,123.335
"harness","L1I MPKI (code-read)","Rust","axum-1730",218,18.5711,46.6126018348624,1.26091,106.66848,111.0169
"harness","L1I MPKI (code-read)","Rust","bat-2835",647,2.7875,28.8921812982998,0.40182,104.74622,113.7113
"harness","L1I MPKI (code-read)","Rust","nushell-13831",162,25.52595,50.6728061728395,2.099045,105.379985,110.3406
"harness","L1I MPKI (code-read)","Rust","ripgrep-2209",334,7.97355,39.1559622754491,0.72832,105.308285,123.3865
"harness","L1I MPKI (code-read)","SPEC-fp","SPEC-fp",12,0.30027,12.0200316666667,0.0514155,60.1543574999999,106.7709
"harness","L1I MPKI (code-read)","SPEC-int","SPEC-int",14,3.866245,10.4522314285714,0.052247,34.7251085,39.90568
"harness","L1I MPKI (code-read)","TypeScript","docusaurus-10130",164,24.35375,50.9096603658537,1.96194,106.74452,121.2621
"harness","L1I MPKI (code-read)","TypeScript","docusaurus-9897",208,24.07815,49.8588975961538,1.62501,104.648845,112.0784
"harness","L1I MPKI (code-read)","TypeScript","immutable-js-2006",370,6.1209,36.7631672972973,0.582445,106.796245,111.3492
"harness","L1I stall (% cycles)","C","jq-2598",272,7.17745,10.7332455882353,1.286795,21.780165,24.3709
"harness","L1I stall (% cycles)","C","micropython-13039",115,18.5739,14.7845947826087,4.52097,21.97899,22.686
"harness","L1I stall (% cycles)","C","redis-12272",98,16.4678,14.3844224489796,3.644465,21.973975,22.3602
"harness","L1I stall (% cycles)","C++","fmt-2457",858,2.3196,6.40835641025641,0.26642,22.081735,24.7581
"harness","L1I stall (% cycles)","C++","fmt-3750",256,9.3903,11.5055390625,1.461675,22.0945,26.3913
"harness","L1I stall (% cycles)","C++","fmt-3901",85,14.443,14.3429717647059,5.73594,22.20362,24.1996
"harness","L1I stall (% cycles)","C++","json-4237",270,7.67685,11.070362962963,1.241165,22.268855,23.2631
"harness","L1I stall (% cycles)","Go","caddy-4774",698,2.8241,7.3184176217765,0.257465,22.41203,24.9563
"harness","L1I stall (% cycles)","Go","gin-2121",79,13.7996,14.2319202531646,5.3606,21.79446,23.9491
"harness","L1I stall (% cycles)","Go","hugo-12579",142,12.7223,13.0157295774648,2.749105,21.99584,25.0491
"harness","L1I stall (% cycles)","Go","prometheus-10720",579,3.5414,8.26788549222798,0.39616,21.62561,22.6454
"harness","L1I stall (% cycles)","Java","gson-1093",124,13.51505,13.6919298387097,2.419975,22.559615,23.4947
"harness","L1I stall (% cycles)","Java","gson-2134",103,14.3627,14.0054815533981,4.08221,22.14156,22.7097
"harness","L1I stall (% cycles)","Java","javaparser-4538",146,13.7745,13.7552698630137,2.818925,22.59135,25.9527
"harness","L1I stall (% cycles)","Java","lombok-3479",561,3.4704,8.56636096256685,0.511,22.1859,24.5872
"harness","L1I stall (% cycles)","JavaScript","babel-15649",139,13.5101,13.2105381294964,2.82552,22.16867,24.1218
"harness","L1I stall (% cycles)","JavaScript","preact-3763",115,14.3387,13.5747826086957,3.45309,22.12296,24.2208
"harness","L1I stall (% cycles)","JavaScript","three.js-26589",346,4.529,9.49448583815029,0.573125,22.595325,25.157
"harness","L1I stall (% cycles)","PHP","carbon-2752",225,9.7985,11.9847173333333,1.8515,22.21908,24.9712
"harness","L1I stall (% cycles)","PHP","framework-52684",137,12.3901,13.3137072992701,3.20282,22.05146,23.0876
"harness","L1I stall (% cycles)","PHP","php-cs-fixer-8064",368,5.3134,9.6480027173913,0.705775,22.278045,24.456
"harness","L1I stall (% cycles)","PHP","phpspreadsheet-3463",186,11.624,12.9978365591398,2.242375,22.415125,24.6276
"harness","L1I stall (% cycles)","Python","astropy",1300,2.36145,5.77229630769231,0.179685,22.069105,24.9884
"harness","L1I stall (% cycles)","Python","scikit-learn",143,13.1619,13.3942020979021,2.7698,22.3867,25.7867
"harness","L1I stall (% cycles)","Python","sympy",1909,2.0511,4.78283913043478,0.10578,21.85178,25.3658
"harness","L1I stall (% cycles)","Ruby","fastlane-20958",156,12.6488,13.1430929487179,2.415375,22.6511,26.0163
"harness","L1I stall (% cycles)","Ruby","fpm-1829",143,14.6849,13.4184062937063,2.49833,22.51744,25.1197
"harness","L1I stall (% cycles)","Ruby","rubocop-13560",600,3.3843,8.4240805,0.339075,22.00373,26.0874
"harness","L1I stall (% cycles)","Rust","axum-1730",218,8.99275,11.7468596330275,1.42886,22.48453,25.5679
"harness","L1I stall (% cycles)","Rust","bat-2835",647,2.8752,7.36846089644513,0.29491,22.03383,24.2933
"harness","L1I stall (% cycles)","Rust","nushell-13831",162,11.17325,13.2124759259259,2.320305,22.968305,24.1814
"harness","L1I stall (% cycles)","Rust","ripgrep-2209",334,5.2812,9.69865748502994,0.70129,21.8557,24.2733
"harness","L1I stall (% cycles)","SPEC-fp","SPEC-fp",12,0.26639,3.27903333333333,0.139499,15.4393985,27.99014
"harness","L1I stall (% cycles)","SPEC-int","SPEC-int",14,1.61413,3.22669571428571,0.1029905,8.3961615,8.89152
"harness","L1I stall (% cycles)","TypeScript","docusaurus-10130",164,10.16315,12.4821359756098,2.17366,22.20843,26.872
"harness","L1I stall (% cycles)","TypeScript","docusaurus-9897",208,11.14525,12.3526716346154,2.04036,22.063505,23.6862
"harness","L1I stall (% cycles)","TypeScript","immutable-js-2006",370,4.20905,9.12916810810811,0.614425,22.245695,24.4148
"harness","L2-load MPKI","C","jq-2598",278,0.7407,2.36804172661871,0.15339,4.669605,20.3917
"harness","L2-load MPKI","C","micropython-13039",102,1.3174,2.35736274509804,0.204475,4.64345,8.7338
"harness","L2-load MPKI","C","redis-12272",96,2.1671,2.53925,0.200975,4.7388,15.2163
"harness","L2-load MPKI","C++","fmt-2457",864,0.38435,2.92881886574074,0.023515,17.901825,67.2268
"harness","L2-load MPKI","C++","fmt-3750",253,0.8219,2.4043604743083,0.14934,4.65062,22.3531
"harness","L2-load MPKI","C++","fmt-3901",84,2.7753,2.67315119047619,0.25737,4.65095,14.0081
"harness","L2-load MPKI","C++","json-4237",289,0.8229,2.29306885813149,0.14934,4.66568,19.9979
"harness","L2-load MPKI","Go","caddy-4774",705,0.4677,2.6298390070922,0.0286,17.6203,40.6359
"harness","L2-load MPKI","Go","gin-2121",81,2.3969,2.56035925925926,0.2357,4.6599,14.463
"harness","L2-load MPKI","Go","hugo-12579",143,1.0111,2.2258,0.15514,4.59837,19.522
"harness","L2-load MPKI","Go","prometheus-10720",588,0.5872,2.91334234693878,0.13895,17.622125,34.1648
"harness","L2-load MPKI","Java","gson-1093",122,1.54825,2.3086,0.151575,4.640685,10.8904
"harness","L2-load MPKI","Java","gson-2134",98,2.3741,2.47537755102041,0.187415,4.69022,12.7515
"harness","L2-load MPKI","Java","javaparser-4538",144,1.42775,2.30405486111111,0.174985,4.675735,8.5578
"harness","L2-load MPKI","Java","lombok-3479",545,0.492,2.5513919266055,0.11664,8.75761999999991,31.5442
"harness","L2-load MPKI","JavaScript","babel-15649",136,1.92975,2.49024264705882,0.1717,4.68465,19.43
"harness","L2-load MPKI","JavaScript","preact-3763",118,1.4032,2.2262686440678,0.17183,4.61279,5.7686
"harness","L2-load MPKI","JavaScript","three.js-26589",350,0.4242,2.01550171428571,0.10371,4.61233,20.9124
"harness","L2-load MPKI","PHP","carbon-2752",224,1.0899,2.38255491071429,0.16209,4.68225,18.6759
"harness","L2-load MPKI","PHP","framework-52684",132,1.85285,2.36314696969697,0.16593,4.66691,6.4787
"harness","L2-load MPKI","PHP","php-cs-fixer-8064",366,0.4712,2.22885573770492,0.13025,4.694025,21.1295
"harness","L2-load MPKI","PHP","phpspreadsheet-3463",183,1.0243,2.39695300546448,0.17214,4.65624,19.7023
"harness","L2-load MPKI","Python","astropy",1308,0.489,4.4762997706422,0.03235,19.689165,78.3825
"harness","L2-load MPKI","Python","scikit-learn",144,2.23975,2.39275069444444,0.16282,4.546965,12.2314
"harness","L2-load MPKI","Python","sympy",1887,0.47,5.18326846846847,0.02243,23.56906,88.1604
"harness","L2-load MPKI","Ruby","fastlane-20958",134,1.1351,2.31831567164179,0.145635,4.608055,19.618
"harness","L2-load MPKI","Ruby","fpm-1829",144,1.2018,2.36664583333333,0.15074,4.62101,18.9557
"harness","L2-load MPKI","Ruby","rubocop-13560",607,0.5469,2.76305617792422,0.14994,10.9391599999999,36.0113
"harness","L2-load MPKI","Rust","axum-1730",224,0.7215,1.96491160714286,0.110245,4.565825,13.2504
"harness","L2-load MPKI","Rust","bat-2835",661,0.4455,2.77861709531014,0.0537,14.9076,37.642
"harness","L2-load MPKI","Rust","nushell-13831",161,2.2578,2.37645403726708,0.1617,4.6566,11.1076
"harness","L2-load MPKI","Rust","ripgrep-2209",336,0.52305,2.15038125,0.1055,4.6021,21.4142
"harness","L2-load MPKI","SPEC-fp","SPEC-fp",12,0.419875,3.115345,0.016072,13.0364455,18.79417
"harness","L2-load MPKI","SPEC-int","SPEC-int",14,0.33444,0.809063571428571,0.001417,3.0300655,3.64466
"harness","L2-load MPKI","TypeScript","docusaurus-10130",173,0.7984,2.26693005780347,0.14158,4.60824,19.4177
"harness","L2-load MPKI","TypeScript","docusaurus-9897",196,1.12745,2.26729285714286,0.1599,4.624525,13.2879
"harness","L2-load MPKI","TypeScript","immutable-js-2006",375,0.5209,2.11953626666667,0.11323,4.69876,22.0108
"harness","L2-load miss rate (%)","C","jq-2598",278,18.42955,23.2460456834532,9.741735,45.10455,63.2067
"harness","L2-load miss rate (%)","C","micropython-13039",102,21.7432,24.1338852941176,12.049945,35.1534,56.3353
"harness","L2-load miss rate (%)","C","redis-12272",96,23.57525,24.5637197916667,10.058,34.8841,56.971
"harness","L2-load miss rate (%)","C++","fmt-2457",864,18.2834,22.9424943287037,4.443155,51.174675,61.2105
"harness","L2-load miss rate (%)","C++","fmt-3750",253,19.9861,23.3153355731225,9.09828,36.34288,64.2271
"harness","L2-load miss rate (%)","C++","fmt-3901",84,26.4402,24.7733130952381,12.708435,34.521515,52.8749
"harness","L2-load miss rate (%)","C++","json-4237",289,20.4703,23.2967456747405,10.23304,39.06422,61.9162
"harness","L2-load miss rate (%)","Go","caddy-4774",705,18.1507,21.9954110638298,5.41366,48.12174,58.7842
"harness","L2-load miss rate (%)","Go","gin-2121",81,23.9508,24.0214839506173,12.1746,33.983,62.0963
"harness","L2-load miss rate (%)","Go","hugo-12579",143,19.9693,22.6817517482517,10.07021,34.21557,56.0664
"harness","L2-load miss rate (%)","Go","prometheus-10720",588,18.4891,23.4649722789116,9.747525,48.725005,56.722
"harness","L2-load miss rate (%)","Java","gson-1093",122,22.65425,22.6569573770492,9.65321,34.422395,52.1174
"harness","L2-load miss rate (%)","Java","gson-2134",98,23.0409,23.8449581632653,10.94561,34.463145,56.9329
"harness","L2-load miss rate (%)","Java","javaparser-4538",144,22.86945,23.5755680555556,10.187535,34.75136,55.1884
"harness","L2-load miss rate (%)","Java","lombok-3479",545,16.9947,22.4890719266055,8.25792,49.76324,55.636
"harness","L2-load miss rate (%)","JavaScript","babel-15649",136,22.17325,23.4085191176471,10.61395,34.621325,55.9388
"harness","L2-load miss rate (%)","JavaScript","preact-3763",118,22.4325,22.8432677966102,9.924805,34.372895,53.1284
"harness","L2-load miss rate (%)","JavaScript","three.js-26589",350,17.3549,21.6295537142857,8.85236,41.14261,55.9692
"harness","L2-load miss rate (%)","PHP","carbon-2752",224,19.07315,23.2457183035714,9.4465,36.437535,59.4437
"harness","L2-load miss rate (%)","PHP","framework-52684",132,25.5541,23.631046969697,10.22522,34.791595,58.6932
"harness","L2-load miss rate (%)","PHP","php-cs-fixer-8064",366,16.8392,22.2624538251366,9.9404,43.686375,56.3158
"harness","L2-load miss rate (%)","PHP","phpspreadsheet-3463",183,19.6633,22.7945666666667,9.57352,34.53799,55.5188
"harness","L2-load miss rate (%)","Python","astropy",1308,20.94185,24.5392391437309,5.388205,50.356525,63.8626
"harness","L2-load miss rate (%)","Python","scikit-learn",144,27.20075,23.4767541666667,9.936675,33.993115,59.1936
"harness","L2-load miss rate (%)","Python","sympy",1887,20.6434,24.1769550609433,4.11579,51.03082,64.5506
"harness","L2-load miss rate (%)","Ruby","fastlane-20958",134,20.59665,22.7991447761194,9.72054,36.434965,56.5486
"harness","L2-load miss rate (%)","Ruby","fpm-1829",144,22.9854,23.4433590277778,9.112185,34.43574,55.9664
"harness","L2-load miss rate (%)","Ruby","rubocop-13560",607,18.8981,23.4752766062603,9.78154,49.11018,58.3244
"harness","L2-load miss rate (%)","Rust","axum-1730",224,18.36545,21.610784375,8.017095,34.50782,60.8412
"harness","L2-load miss rate (%)","Rust","bat-2835",661,18.2498,22.8788090771558,6.6688,49.2174,58.4524
"harness","L2-load miss rate (%)","Rust","nushell-13831",161,25.3167,23.7499683229814,10.7588,36.4847,55.2633
"harness","L2-load miss rate (%)","Rust","ripgrep-2209",336,18.0577,21.9714104166667,8.627875,42.825525,55.101
"harness","L2-load miss rate (%)","SPEC-fp","SPEC-fp",12,5.55865,14.7309658333333,0.563313,53.1489635,66.70153
"harness","L2-load miss rate (%)","SPEC-int","SPEC-int",14,6.411725,10.9750321428571,0.4636075,34.836748,39.78486
"harness","L2-load miss rate (%)","TypeScript","docusaurus-10130",173,19.8248,22.5945739884393,8.73632,34.24078,56.7147
"harness","L2-load miss rate (%)","TypeScript","docusaurus-9897",196,22.8024,23.4524362244898,9.625875,35.13825,54.0887
"harness","L2-load miss rate (%)","TypeScript","immutable-js-2006",375,17.0244,22.5327114666667,9.72699,43.14174,57.804
"harness","LLC MPKI","C","jq-2598",278,0.3999,1.64013597122302,0.07187,3.69589,14.7026
"harness","LLC MPKI","C","micropython-13039",102,0.6245,1.41114901960784,0.098865,3.670135,5.6977
"harness","LLC MPKI","C","redis-12272",96,1.0621,1.56363958333333,0.09045,3.688825,7.0589
"harness","LLC MPKI","C++","fmt-2457",864,0.21285,2.35058252314815,0.00843,15.6567,56.477
"harness","LLC MPKI","C++","fmt-3750",253,0.4704,1.64589051383399,0.07204,3.7196,16.1653
"harness","LLC MPKI","C++","fmt-3901",84,1.0078,1.69857261904762,0.1207,3.72136,7.336
"harness","LLC MPKI","C++","json-4237",289,0.504,1.66374532871972,0.0721,3.77306,14.8539
"harness","LLC MPKI","Go","caddy-4774",705,0.257,2.00460113475177,0.014,15.45062,32.546
"harness","LLC MPKI","Go","gin-2121",81,0.9225,1.37137407407407,0.0984,3.6246,6.8425
"harness","LLC MPKI","Go","hugo-12579",143,0.4599,1.39911258741259,0.06669,3.70829,13.6627
"harness","LLC MPKI","Go","prometheus-10720",588,0.29655,2.15642057823129,0.07498,15.01726,27.4082
"harness","LLC MPKI","Java","gson-1093",122,0.62395,1.4325631147541,0.06327,3.72948,8.4911
"harness","LLC MPKI","Java","gson-2134",98,0.91525,1.48898469387755,0.08085,3.70339,6.5794
"harness","LLC MPKI","Java","javaparser-4538",144,0.7285,1.42615208333333,0.077165,3.69427,5.6643
"harness","LLC MPKI","Java","lombok-3479",545,0.2306,1.86840183486239,0.0682,7.28561999999991,26.0903
"harness","LLC MPKI","JavaScript","babel-15649",136,0.7697,1.60397794117647,0.079275,3.703675,13.5797
"harness","LLC MPKI","JavaScript","preact-3763",118,0.7869,1.39006525423729,0.078765,3.6779,4.0061
"harness","LLC MPKI","JavaScript","three.js-26589",350,0.28205,1.49513285714286,0.04608,3.72584,15.9498
"harness","LLC MPKI","PHP","carbon-2752",224,0.50425,1.57282455357143,0.07026,3.695655,14.3299
"harness","LLC MPKI","PHP","framework-52684",132,0.81315,1.41486742424242,0.073255,3.649055,5.3942
"harness","LLC MPKI","PHP","php-cs-fixer-8064",366,0.2616,1.57326912568306,0.065125,3.696575,16.0049
"harness","LLC MPKI","PHP","phpspreadsheet-3463",183,0.4606,1.62665409836066,0.07179,3.65055,14.6401
"harness","LLC MPKI","Python","astropy",1308,0.28555,3.7960755351682,0.01747,17.646125,67.8654
"harness","LLC MPKI","Python","scikit-learn",144,0.9416,1.68966597222222,0.076835,3.78576,8.9143
"harness","LLC MPKI","Python","sympy",1887,0.2263,4.51538542660307,0.00783,21.4837299999999,76.3728
"harness","LLC MPKI","Ruby","fastlane-20958",134,0.44585,1.66012089552239,0.06989,3.693335,13.9416
