"fence","metric","grp","col","n","median","mean","p5","p95","max"
"tool","DRAM read (GB/s)","PHP","php-cs-fixer-8064",763,0.2502,0.57389252948886,0.0189,1.20007,1.2482
"tool","DRAM read (GB/s)","PHP","phpspreadsheet-3463",354,0.0754,0.577210734463277,0.016675,2.387205,7.0084
"tool","DRAM read (GB/s)","Python","astropy",1357,0.2343,0.558847310243183,0.01048,2.559,2.7995
"tool","DRAM read (GB/s)","Python","scikit-learn",821,0.1825,0.317185383678441,0.0526,0.9145,4.8439
"tool","DRAM read (GB/s)","Python","sympy",948,0.1748,0.26275864978903,0.0177,0.865495,2.5526
"tool","DRAM read (GB/s)","Ruby","fastlane-20958",408,0.54945,0.668093382352941,0.04405,1.618415,2.4159
"tool","DRAM read (GB/s)","Ruby","fpm-1829",209,0.2031,0.256503827751196,0.02386,0.94588,1.246
"tool","DRAM read (GB/s)","Ruby","rubocop-13560",932,0.2385,0.511036158798283,0.0217,1.31674,1.9474
"tool","DRAM read (GB/s)","Rust","axum-1730",1226,1.09125,3.19027650897227,0.040775,13.5889,21.6113
"tool","DRAM read (GB/s)","Rust","bat-2835",1266,0.7232,1.59996208530806,0.0288,6.41835,20.6045
"tool","DRAM read (GB/s)","Rust","nushell-13831",1259,1.2137,2.46470119142176,0.08522,7.56997,15.0101
"tool","DRAM read (GB/s)","Rust","ripgrep-2209",536,0.20725,1.08929160447761,0.019075,5.411825,10.0968
"tool","DRAM read (GB/s)","SPEC-fp","SPEC-fp",12,2.943975,4.41757166666667,0.158384,11.8175715,12.14915
"tool","DRAM read (GB/s)","SPEC-int","SPEC-int",14,0.629265,1.21641142857143,0.024169,3.217665,3.57289
"tool","DRAM read (GB/s)","TypeScript","docusaurus-10130",315,0.2249,0.429773333333333,0.03518,1.51402,2.879
"tool","DRAM read (GB/s)","TypeScript","docusaurus-9897",348,0.19705,0.471025862068966,0.02915,1.84381,5.4673
"tool","DRAM read (GB/s)","TypeScript","immutable-js-2006",1183,0.9537,1.94259915469146,0.03351,5.34332,14.6256
"tool","DSB coverage (%)","C","jq-2598",887,62.4259,63.7512682074408,40.60695,88.42792,93.6052
"tool","DSB coverage (%)","C","micropython-13039",287,58.594,56.3344993031359,39.23536,72.76962,92.5629
"tool","DSB coverage (%)","C","redis-12272",339,68.6553,65.1463825958702,35.367,88.99555,96.6555
"tool","DSB coverage (%)","C++","fmt-2457",1866,60.94885,60.0512882636656,33.322175,82.972725,98.8842
"tool","DSB coverage (%)","C++","fmt-3750",1171,68.7758,65.3006017079419,36.9291,85.65875,99.0022
"tool","DSB coverage (%)","C++","fmt-3901",597,69.1296,65.9589432160804,37.76102,83.83752,98.8822
"tool","DSB coverage (%)","C++","json-4237",1463,65.6889,65.2989255639098,34.40327,96.06205,99.8152
"tool","DSB coverage (%)","Go","caddy-4774",1247,70.9974,67.2388310344828,37.7522,98.13271,99.5234
"tool","DSB coverage (%)","Go","gin-2121",154,47.93115,56.8743175324675,37.28566,92.2768,98.0491
"tool","DSB coverage (%)","Go","hugo-12579",713,71.4608,68.6128173913043,39.41246,94.31662,99.5479
"tool","DSB coverage (%)","Go","prometheus-10720",815,48.1087,58.6434586503067,37.34677,93.26198,99.4084
"tool","DSB coverage (%)","Java","gson-1093",265,59.0542,58.9270758490566,38.40742,83.75188,99.3888
"tool","DSB coverage (%)","Java","gson-2134",272,76.06785,65.8551636029412,39.753455,88.180065,92.3358
"tool","DSB coverage (%)","Java","javaparser-4538",476,78.55015,68.702831512605,39.984425,86.7621,93.1969
"tool","DSB coverage (%)","Java","lombok-3479",1035,72.7914,63.5049102415459,38.56524,85.1812,94.7627
"tool","DSB coverage (%)","JavaScript","babel-15649",260,58.9352,56.1421680769231,38.515365,73.327925,86.4036
"tool","DSB coverage (%)","JavaScript","preact-3763",385,62.5768,62.6292392207792,41.17386,79.13696,84.7487
"tool","DSB coverage (%)","JavaScript","three.js-26589",472,58.61775,55.5970790254237,38.89273,80.540905,97.8237
"tool","DSB coverage (%)","PHP","carbon-2752",365,44.1216,52.4800950684931,37.81892,76.48046,92.3077
"tool","DSB coverage (%)","PHP","framework-52684",199,44.4634,52.4993929648241,39.36214,89.23054,99.2535
"tool","DSB coverage (%)","PHP","php-cs-fixer-8064",749,70.8845,58.948900400534,37.87372,73.07144,80.2789
"tool","DSB coverage (%)","PHP","phpspreadsheet-3463",345,50.0135,54.1215391304348,38.61712,77.87528,99.3942
"tool","DSB coverage (%)","Python","astropy",1345,59.8806,59.8430235687732,37.95742,86.07326,95.2306
"tool","DSB coverage (%)","Python","scikit-learn",815,85.5043,74.3496154601227,37.20821,91.29421,95.5094
"tool","DSB coverage (%)","Python","sympy",932,52.586,52.3347365879828,37.749565,66.557785,93.6485
"tool","DSB coverage (%)","Ruby","fastlane-20958",403,62.3359,61.6041831265509,39.64623,80.28304,95.3988
"tool","DSB coverage (%)","Ruby","fpm-1829",204,58.6079,54.5123671568627,38.886475,69.472395,94.4258
"tool","DSB coverage (%)","Ruby","rubocop-13560",914,61.54135,59.6508851203501,38.76936,79.77386,86.0679
"tool","DSB coverage (%)","Rust","axum-1730",1206,53.24135,54.1270842454395,29.28585,81.129225,99.6873
"tool","DSB coverage (%)","Rust","bat-2835",1249,58.7212,61.1694722177742,38.28642,90.97354,97.7616
"tool","DSB coverage (%)","Rust","nushell-13831",1246,59.04785,59.6711747993579,35.76365,97.075625,99.8625
"tool","DSB coverage (%)","Rust","ripgrep-2209",533,57.1475,54.8873429643527,37.98506,78.61748,97.502
"tool","DSB coverage (%)","SPEC-fp","SPEC-fp",12,95.09243,78.985945,24.239908,99.7708555,99.81155
"tool","DSB coverage (%)","SPEC-int","SPEC-int",14,81.62023,74.4098321428571,31.903794,99.554277,99.55923
"tool","DSB coverage (%)","TypeScript","docusaurus-10130",308,59.26595,57.2618441558442,39.6567,74.84746,88.0754
"tool","DSB coverage (%)","TypeScript","docusaurus-9897",344,58.53955,56.0028747093023,39.13331,75.655345,94.1926
"tool","DSB coverage (%)","TypeScript","immutable-js-2006",1168,69.73115,68.4408464041096,40.665205,98.02317,99.5696
"tool","IPC","C","jq-2598",901,1.7563,1.72491609322974,0.883,2.556,3.4308
"tool","IPC","C","micropython-13039",293,1.6356,1.61076416382253,0.9228,2.14126,3.4763
"tool","IPC","C","redis-12272",345,1.7081,1.75719826086957,0.8926,2.85566,3.2309
"tool","IPC","C++","fmt-2457",1884,1.65695,1.65380376857749,0.844375,2.37911,3.3892
"tool","IPC","C++","fmt-3750",1185,1.7843,1.74429080168776,0.92588,2.42234,3.3012
"tool","IPC","C++","fmt-3901",603,1.8134,1.80220679933665,1.09723,2.3841,3.2329
"tool","IPC","C++","json-4237",1479,1.8952,2.17321960784314,0.9586,3.43738,3.8888
"tool","IPC","Go","caddy-4774",1249,1.7673,1.69051112890312,0.85912,2.67648,3.7037
"tool","IPC","Go","gin-2121",156,1.33915,1.4197358974359,0.880275,2.230675,2.5635
"tool","IPC","Go","hugo-12579",730,1.72815,1.70407410958904,0.93867,2.351875,3.4537
"tool","IPC","Go","prometheus-10720",825,1.2102,1.38848448484848,0.8267,2.27972,3.222
"tool","IPC","Java","gson-1093",268,1.40295,1.3989302238806,0.85245,2.151195,2.582
"tool","IPC","Java","gson-2134",276,1.62965,1.48980434782609,0.883725,2.05135,2.6759
"tool","IPC","Java","javaparser-4538",483,1.6762,1.5922082815735,0.87378,2.29985,3.8049
"tool","IPC","Java","lombok-3479",1059,1.5122,1.4321269121813,0.83368,2.0236,2.618
"tool","IPC","JavaScript","babel-15649",279,1.4744,1.47286308243728,0.87853,2.03566,2.7203
"tool","IPC","JavaScript","preact-3763",389,1.6023,1.57025192802057,0.99954,1.99546,2.5227
"tool","IPC","JavaScript","three.js-26589",482,1.42965,1.43204315352697,0.786255,2.674705,4.3417
"tool","IPC","PHP","carbon-2752",372,1.0645,1.44959489247312,0.7907,2.550505,3.997
"tool","IPC","PHP","framework-52684",198,1.0533,1.25985404040404,0.8515,2.165815,2.8488
"tool","IPC","PHP","php-cs-fixer-8064",758,1.7113,1.42745686015831,0.838955,1.8868,2.8932
"tool","IPC","PHP","phpspreadsheet-3463",349,1.3296,1.31461289398281,0.83722,2.04502,3.202
"tool","IPC","Python","astropy",1359,1.4136,1.48668579838116,0.73877,2.46861,3.3109
"tool","IPC","Python","scikit-learn",826,0.92735,1.19920544794189,0.819675,2.21725,2.8259
"tool","IPC","Python","sympy",948,1.31325,1.30080601265823,0.81925,1.806265,3.8289
"tool","IPC","Ruby","fastlane-20958",407,1.7105,1.72461056511057,0.97744,2.35699,3.9956
"tool","IPC","Ruby","fpm-1829",206,1.2846,1.27133155339806,0.882225,1.9917,2.2099
"tool","IPC","Ruby","rubocop-13560",933,1.3354,1.52120696677385,0.8035,2.46336,3.1782
"tool","IPC","Rust","axum-1730",1217,1.4705,1.5073595727198,0.9031,2.21146,4.4515
"tool","IPC","Rust","bat-2835",1267,1.4761,1.68850236779795,0.82756,3.28841,4.2793
"tool","IPC","Rust","nushell-13831",1273,1.5621,1.61197077769049,0.842,2.35544,4.9353
"tool","IPC","Rust","ripgrep-2209",542,1.3349,1.45062619926199,0.827095,2.375905,3.0569
"tool","IPC","SPEC-fp","SPEC-fp",12,2.07036,2.16434166666667,0.978488,3.404578,3.70501
"tool","IPC","SPEC-int","SPEC-int",14,2.324435,2.41245357142857,1.4912265,3.8283325,4.15447
"tool","IPC","TypeScript","docusaurus-10130",314,1.4907,1.47660318471338,0.852005,2.06921,3.99
"tool","IPC","TypeScript","docusaurus-9897",347,1.4559,1.40363198847262,0.84067,1.9594,3.3029
"tool","IPC","TypeScript","immutable-js-2006",1173,1.6308,1.70921670929241,0.86618,3.0586,4.4554
"tool","L1D miss rate (%)","C","jq-2598",888,1.9701,2.1290518018018,1.041475,3.52794,5.905
"tool","L1D miss rate (%)","C","micropython-13039",287,1.8948,2.25237351916376,1.17395,3.66899,5.5457
"tool","L1D miss rate (%)","C","redis-12272",343,1.8695,2.02152740524781,0.46962,3.47566,7.6059
"tool","L1D miss rate (%)","C++","fmt-2457",1858,2.5493,2.65297992465016,1.34234,4.237895,7.9153
"tool","L1D miss rate (%)","C++","fmt-3750",1173,2.7562,2.85825021312873,1.65468,4.3773,6.6551
"tool","L1D miss rate (%)","C++","fmt-3901",596,2.69055,2.79349161073826,1.665375,4.16405,5.578
"tool","L1D miss rate (%)","C++","json-4237",1468,1.652,1.63417779291553,0.011935,3.72723499999999,10.794
"tool","L1D miss rate (%)","Go","caddy-4774",1238,1.3867,1.8112915993538,0.56099,3.817195,46.9745
"tool","L1D miss rate (%)","Go","gin-2121",152,1.99675,2.07951184210526,0.6943,3.52506,4.1992
"tool","L1D miss rate (%)","Go","hugo-12579",720,1.3342,1.58263986111111,0.619535,3.47568,5.8906
"tool","L1D miss rate (%)","Go","prometheus-10720",834,2.1423,2.16543585131894,0.69555,4.260275,6.528
"tool","L1D miss rate (%)","Java","gson-1093",272,2.3389,2.35062316176471,0.828085,3.6151,9.9156
"tool","L1D miss rate (%)","Java","gson-2134",273,2.2952,2.43166996336996,1.69548,3.38468,4.4706
"tool","L1D miss rate (%)","Java","javaparser-4538",475,2.8593,2.84690126315789,1.5965,3.83331,5.185
"tool","L1D miss rate (%)","Java","lombok-3479",1034,2.6558,2.67265783365571,1.488185,4.01112,6.0753
"tool","L1D miss rate (%)","JavaScript","babel-15649",259,2.4455,2.37735019305019,0.97243,3.41827,6.2198
"tool","L1D miss rate (%)","JavaScript","preact-3763",383,2.0656,2.21506788511749,1.22167,3.63294,5.7489
"tool","L1D miss rate (%)","JavaScript","three.js-26589",469,2.7248,2.5110368869936,0.41144,4.24094,6.5046
"tool","L1D miss rate (%)","PHP","carbon-2752",363,2.7089,2.64154848484848,1.544,3.8974,4.8882
"tool","L1D miss rate (%)","PHP","framework-52684",197,2.6039,2.39656852791878,0.71342,3.61874,6.1128
"tool","L1D miss rate (%)","PHP","php-cs-fixer-8064",742,2.68075,2.6313871967655,1.70242,3.880445,4.6333
"tool","L1D miss rate (%)","PHP","phpspreadsheet-3463",346,2.70345,2.70984710982659,1.04445,4.142225,12.3601
"tool","L1D miss rate (%)","Python","astropy",1347,2.4833,2.60513593170007,0.40126,4.95762,9.1699
"tool","L1D miss rate (%)","Python","scikit-learn",804,0.13015,1.25244054726368,0.053245,3.535745,12.3187
"tool","L1D miss rate (%)","Python","sympy",936,2.6991,2.83180021367521,1.7613,4.228775,7.2525
"tool","L1D miss rate (%)","Ruby","fastlane-20958",403,1.7099,1.99302258064516,0.90139,3.53339,4.4161
"tool","L1D miss rate (%)","Ruby","fpm-1829",203,2.9498,2.81059310344828,1.41736,4.14979,5.4069
"tool","L1D miss rate (%)","Ruby","rubocop-13560",926,2.16745,2.36955799136069,1.05955,4.260575,6.5692
"tool","L1D miss rate (%)","Rust","axum-1730",1203,2.4592,2.4041472152951,1.09743,3.56007,8.6072
"tool","L1D miss rate (%)","Rust","bat-2835",1242,2.1618,2.09991392914654,0.1137,4.237075,6.3218
"tool","L1D miss rate (%)","Rust","nushell-13831",1266,2.44115,2.29708720379147,0.730025,3.947775,9.3427
"tool","L1D miss rate (%)","Rust","ripgrep-2209",525,2.5599,2.48719847619048,0.44464,4.23924,7.9097
"tool","L1D miss rate (%)","SPEC-fp","SPEC-fp",12,2.92904,6.32611,0.4747265,17.0379665,19.68378
"tool","L1D miss rate (%)","SPEC-int","SPEC-int",14,1.72378,2.46367142857143,0.3685295,5.7744075,6.15794
"tool","L1D miss rate (%)","TypeScript","docusaurus-10130",312,2.31355,2.30264583333333,0.72206,3.701375,6.3652
"tool","L1D miss rate (%)","TypeScript","docusaurus-9897",345,2.3176,2.38351652173913,0.96254,3.8089,4.7234
"tool","L1D miss rate (%)","TypeScript","immutable-js-2006",1172,1.6354,1.74323302047782,0.0611,3.63441,6.526
"tool","L1D-load MPKI","C","jq-2598",888,5.2576,5.59466722972973,2.47713,9.625365,15.8651
"tool","L1D-load MPKI","C","micropython-13039",287,4.9713,5.87674111498258,2.98623,9.85928,14.1202
"tool","L1D-load MPKI","C","redis-12272",343,4.5639,5.10066705539359,0.86854,9.31057,19.2992
"tool","L1D-load MPKI","C++","fmt-2457",1858,6.6786,7.03247497308934,3.460965,12.674155,22.1016
"tool","L1D-load MPKI","C++","fmt-3750",1173,7.3321,7.60575942028986,4.30814,12.0384,17.9384
"tool","L1D-load MPKI","C++","fmt-3901",596,7.13945,7.4225144295302,4.471725,11.128925,15.1059
"tool","L1D-load MPKI","C++","json-4237",1468,4.3085,4.24481151226158,0.040435,9.62305499999997,24.6332
"tool","L1D-load MPKI","Go","caddy-4774",1238,3.01885,4.68413093699515,1.449145,10.69064,135.3675
"tool","L1D-load MPKI","Go","gin-2121",152,4.83495,5.56752828947368,1.951955,9.901035,12.7363
"tool","L1D-load MPKI","Go","hugo-12579",720,3.3481,4.04367444444444,1.558775,9.28615499999999,15.8871
"tool","L1D-load MPKI","Go","prometheus-10720",834,5.673,5.85990791366906,1.807985,12.867335,17.5406
"tool","L1D-load MPKI","Java","gson-1093",272,6.7197,6.43150514705882,1.74189,10.152835,30.5687
"tool","L1D-load MPKI","Java","gson-2134",273,6.8633,7.01765934065934,4.65192,9.91238,12.5693
"tool","L1D-load MPKI","Java","javaparser-4538",475,8.2892,8.22404652631579,4.25597,11.19716,15.5056
"tool","L1D-load MPKI","Java","lombok-3479",1034,7.4837,7.57008210831721,3.69885,11.98724,16.8746
"tool","L1D-load MPKI","JavaScript","babel-15649",259,6.5116,6.34690463320463,2.28312,9.08476,16.8156
"tool","L1D-load MPKI","JavaScript","preact-3763",383,5.6325,5.9040908616188,3.09846,9.85033,15.5146
"tool","L1D-load MPKI","JavaScript","three.js-26589",469,7.1761,6.69593070362473,0.66666,12.79604,17.4969
"tool","L1D-load MPKI","PHP","carbon-2752",363,7.1445,7.07784738292011,3.75892,10.92632,14.025
"tool","L1D-load MPKI","PHP","framework-52684",197,7.0288,6.31736345177665,0.98584,10.18416,16.5717
"tool","L1D-load MPKI","PHP","php-cs-fixer-8064",742,6.80665,6.95404528301887,4.241925,10.933505,14.0251
"tool","L1D-load MPKI","PHP","phpspreadsheet-3463",346,7.1977,7.38679161849711,2.532075,12.218625,31.7088
"tool","L1D-load MPKI","Python","astropy",1347,7.1261,7.23920296956199,1.09926,14.14791,23.9375
"tool","L1D-load MPKI","Python","scikit-learn",804,0.25825,3.43875907960199,0.101295,10.186085,32.0388
"tool","L1D-load MPKI","Python","sympy",936,7.4563,7.77614658119658,4.1552,12.796725,18.6136
"tool","L1D-load MPKI","Ruby","fastlane-20958",403,4.3521,5.19171265508685,2.10611,9.32555,13.4028
"tool","L1D-load MPKI","Ruby","fpm-1829",203,7.8494,7.39885517241379,3.72554,11.12964,14.0038
"tool","L1D-load MPKI","Ruby","rubocop-13560",926,5.8214,6.40873196544276,2.78025,12.8438,17.5441
"tool","L1D-load MPKI","Rust","axum-1730",1203,6.2685,6.14467639235245,2.65063,9.48621999999999,26.7777
"tool","L1D-load MPKI","Rust","bat-2835",1242,5.4061,5.44015611916264,0.298425,12.153095,17.0525
"tool","L1D-load MPKI","Rust","nushell-13831",1266,6.0857,5.77943246445498,1.94475,9.8486,29.6245
"tool","L1D-load MPKI","Rust","ripgrep-2209",525,6.5797,6.56326495238095,1.1811,12.82364,22.0767
"tool","L1D-load MPKI","SPEC-fp","SPEC-fp",12,9.96603,24.9095241666667,1.2893945,82.7448184999999,127.94444
"tool","L1D-load MPKI","SPEC-int","SPEC-int",14,4.7968,7.16221928571429,0.4896235,17.570019,19.30093
"tool","L1D-load MPKI","TypeScript","docusaurus-10130",312,6.09295,6.17280544871795,1.75064,10.05537,17.1306
"tool","L1D-load MPKI","TypeScript","docusaurus-9897",345,6.0988,6.35211304347826,2.2966,10.68136,14.244
"tool","L1D-load MPKI","TypeScript","immutable-js-2006",1172,4.58605,4.79110588737201,0.168935,9.581845,17.4988
"tool","L1I MPKI (code-read)","C","jq-2598",888,15.9545,20.5951213963964,3.006145,51.741585,97.7746
"tool","L1I MPKI (code-read)","C","micropython-13039",313,22.8049,27.1075670926518,10.73838,50.77652,84.4066
"tool","L1I MPKI (code-read)","C","redis-12272",342,15.67985,21.532219005848,4.38793,49.125475,80.2872
"tool","L1I MPKI (code-read)","C++","fmt-2457",1862,20.574,23.3880674543502,5.25196,50.932735,111.3098
"tool","L1I MPKI (code-read)","C++","fmt-3750",1170,14.1877,18.9785812820513,3.83889,48.222725,72.2561
"tool","L1I MPKI (code-read)","C++","fmt-3901",597,14.0933,17.1651189279732,4.1242,38.66058,55.5791
"tool","L1I MPKI (code-read)","C++","json-4237",1466,15.1191,17.0775963165075,0.228575,44.9532,72.9392
"tool","L1I MPKI (code-read)","Go","caddy-4774",1239,12.8836,22.2755469733656,0.37194,60.53912,114.0967
"tool","L1I MPKI (code-read)","Go","gin-2121",151,30.4925,30.3218721854305,3.02185,53.6218,67.2227
"tool","L1I MPKI (code-read)","Go","hugo-12579",713,13.6359,18.1091217391304,1.11154,50.40364,127.6816
"tool","L1I MPKI (code-read)","Go","prometheus-10720",818,29.1318,31.1644026894866,1.580395,66.37505,114.3235
"tool","L1I MPKI (code-read)","Java","gson-1093",264,23.1862,28.1209465909091,4.032285,54.08903,62.9726
"tool","L1I MPKI (code-read)","Java","gson-2134",273,14.1318,24.5607476190476,6.35956,54.75892,63.4766
"tool","L1I MPKI (code-read)","Java","javaparser-4538",474,13.69715,22.1372069620253,6.249055,51.59901,65.8725
"tool","L1I MPKI (code-read)","Java","lombok-3479",1036,17.04765,26.9959861969112,6.81665,61.2076,119.0346
"tool","L1I MPKI (code-read)","JavaScript","babel-15649",258,25.8937,29.1983104651163,13.44837,51.454495,67.5634
"tool","L1I MPKI (code-read)","JavaScript","preact-3763",384,21.36465,24.06005234375,11.635785,48.393285,81.0898
"tool","L1I MPKI (code-read)","JavaScript","three.js-26589",475,26.3112,30.5223835789474,2.32721,67.12575,72.6919
"tool","L1I MPKI (code-read)","PHP","carbon-2752",365,32.9733,34.177644109589,9.37752,59.45136,72.3347
"tool","L1I MPKI (code-read)","PHP","framework-52684",199,42.0665,34.7143165829146,6.86925,56.93947,77.0314
"tool","L1I MPKI (code-read)","PHP","php-cs-fixer-8064",740,13.9874,28.2210559459459,12.19461,59.56973,73.6987
"tool","L1I MPKI (code-read)","PHP","phpspreadsheet-3463",347,27.2498,32.4890135446686,9.18808,58.08333,68.5192
"tool","L1I MPKI (code-read)","Python","astropy",1346,23.01645,25.3231112927192,2.949725,67.017875,78.133
"tool","L1I MPKI (code-read)","Python","scikit-learn",810,3.8667,13.0320025925926,0.354935,47.549105,68.3155
"tool","L1I MPKI (code-read)","Python","sympy",928,26.8555,33.7548148706897,22.646345,69.67366,85.1971
"tool","L1I MPKI (code-read)","Ruby","fastlane-20958",405,18.3659,22.4309597530864,9.15678,49.57226,67.8099
"tool","L1I MPKI (code-read)","Ruby","fpm-1829",204,27.82155,32.141125,17.13625,52.92385,72.4734
"tool","L1I MPKI (code-read)","Ruby","rubocop-13560",925,23.0553,26.2649821621622,7.28402,53.48388,87.9428
"tool","L1I MPKI (code-read)","Rust","axum-1730",1204,23.85235,24.4216419435216,4.348125,50.39641,84.0956
"tool","L1I MPKI (code-read)","Rust","bat-2835",1249,19.7234,22.2301530024019,1.97686,54.0254399999999,78.361
"tool","L1I MPKI (code-read)","Rust","nushell-13831",1251,16.8609,19.0718902478018,0.37825,41.0894,81.1431
"tool","L1I MPKI (code-read)","Rust","ripgrep-2209",525,27.0597,28.7860464761905,6.71356,60.62978,100.9262
"tool","L1I MPKI (code-read)","SPEC-fp","SPEC-fp",12,0.30027,12.0200316666667,0.0514155,60.1543574999999,106.7709
"tool","L1I MPKI (code-read)","SPEC-int","SPEC-int",14,3.866245,10.4522314285714,0.052247,34.7251085,39.90568
"tool","L1I MPKI (code-read)","TypeScript","docusaurus-10130",309,26.1896,27.8001553398058,10.98252,51.18034,68.3465
"tool","L1I MPKI (code-read)","TypeScript","docusaurus-9897",345,26.9552,31.1100855072464,11.11182,54.07158,69.2832
"tool","L1I MPKI (code-read)","TypeScript","immutable-js-2006",1168,17.6885,19.6732430650685,0.12977,50.78252,71.7873
"tool","L1I stall (% cycles)","C","jq-2598",888,6.26355,7.24819414414414,2.02388,15.883855,23.5735
"tool","L1I stall (% cycles)","C","micropython-13039",313,7.0634,8.12574153354633,4.15634,15.06738,21.382
"tool","L1I stall (% cycles)","C","redis-12272",342,8.29935,9.62316111111111,2.79246,18.56836,21.7538
"tool","L1I stall (% cycles)","C++","fmt-2457",1862,6.6632,7.38202346938775,2.350745,16.407095,29.0311
"tool","L1I stall (% cycles)","C++","fmt-3750",1170,5.35165,6.15882914529915,1.80277,15.063325,19.5099
"tool","L1I stall (% cycles)","C++","fmt-3901",597,5.1909,5.60803333333333,1.91692,12.42512,19.6434
"tool","L1I stall (% cycles)","C++","json-4237",1466,5.1391,5.2447519781719,0.141025,14.736875,30.643
"tool","L1I stall (% cycles)","Go","caddy-4774",1239,3.4818,6.75152889426957,0.39864,16.46379,32.6504
"tool","L1I stall (% cycles)","Go","gin-2121",151,9.6188,9.17660463576159,1.5708,15.1768,19.4071
"tool","L1I stall (% cycles)","Go","hugo-12579",713,5.4645,6.07129214586255,0.4789,14.96042,34.6542
"tool","L1I stall (% cycles)","Go","prometheus-10720",818,9.1215,9.5875293398533,0.78088,16.80497,28.4842
"tool","L1I stall (% cycles)","Java","gson-1093",264,7.53425,9.21048560606061,1.49025,15.69601,21.7443
"tool","L1I stall (% cycles)","Java","gson-2134",273,6.7532,8.74044285714286,3.95086,15.49584,18.762
"tool","L1I stall (% cycles)","Java","javaparser-4538",474,5.9853,7.81792447257384,3.465855,15.617765,20.0701
"tool","L1I stall (% cycles)","Java","lombok-3479",1036,6.8134,9.14195028957529,4.152,16.627775,29.6137
"tool","L1I stall (% cycles)","JavaScript","babel-15649",258,8.5457,9.3863992248062,2.19333,15.394635,21.6483
"tool","L1I stall (% cycles)","JavaScript","preact-3763",384,8.3983,9.10091067708333,6.108595,14.708885,23.1817
"tool","L1I stall (% cycles)","JavaScript","three.js-26589",475,8.5207,9.98988715789474,0.62742,17.60046,19.9149
"tool","L1I stall (% cycles)","PHP","carbon-2752",365,11.9893,10.7610739726027,4.73756,16.51036,20.0776
"tool","L1I stall (% cycles)","PHP","framework-52684",199,13.0224,10.5985718592965,1.29519,15.74425,22.8531
"tool","L1I stall (% cycles)","PHP","php-cs-fixer-8064",740,5.2464,8.92615689189189,4.35043,17.05265,20.7508
"tool","L1I stall (% cycles)","PHP","phpspreadsheet-3463",347,8.8314,10.3989878962536,3.73192,16.80018,21.5862
"tool","L1I stall (% cycles)","Python","astropy",1346,7.40195,8.25201560178306,1.000175,17.44255,21.5231
"tool","L1I stall (% cycles)","Python","scikit-learn",810,0.5467,3.53213962962963,0.027145,14.122595,22.2079
"tool","L1I stall (% cycles)","Python","sympy",928,8.12015,9.44797284482759,4.44302,16.760615,23.9727
"tool","L1I stall (% cycles)","Ruby","fastlane-20958",405,6.9895,7.6764175308642,2.76772,14.79674,20.8309
"tool","L1I stall (% cycles)","Ruby","fpm-1829",204,8.63865,10.1459357843137,6.555155,15.82026,26.7463
"tool","L1I stall (% cycles)","Ruby","rubocop-13560",925,8.1741,8.77719881081081,1.46714,16.6427,24.6462
"tool","L1I stall (% cycles)","Rust","axum-1730",1204,6.8306,6.79777873754153,0.7901,15.062995,23.9869
"tool","L1I stall (% cycles)","Rust","bat-2835",1249,6.5753,6.6940223378703,0.58942,16.46474,21.9617
"tool","L1I stall (% cycles)","Rust","nushell-13831",1251,5.2658,5.2214068745004,0.23685,12.04945,19.2896
"tool","L1I stall (% cycles)","Rust","ripgrep-2209",525,8.269,9.12587676190476,1.36408,16.59042,26.5343
"tool","L1I stall (% cycles)","SPEC-fp","SPEC-fp",12,0.26639,3.27903333333333,0.139499,15.4393985,27.99014
"tool","L1I stall (% cycles)","SPEC-int","SPEC-int",14,1.61413,3.22669571428571,0.1029905,8.3961615,8.89152
"tool","L1I stall (% cycles)","TypeScript","docusaurus-10130",309,8.4142,9.24651650485437,4.65864,15.82164,22.6636
"tool","L1I stall (% cycles)","TypeScript","docusaurus-9897",345,8.9815,10.2755846376812,5.53266,16.51454,23.8695
"tool","L1I stall (% cycles)","TypeScript","immutable-js-2006",1168,7.41685,7.31582226027397,0.091335,16.11725,21.1313
"tool","L2-load MPKI","C","jq-2598",888,0.2988,0.53616768018018,0.094875,1.462535,4.6756
"tool","L2-load MPKI","C","micropython-13039",287,0.4284,0.619863066202091,0.16734,1.48049,4.376
"tool","L2-load MPKI","C","redis-12272",343,0.5533,0.646603206997085,0.00986,1.53068,10.2351
"tool","L2-load MPKI","C++","fmt-2457",1858,0.5941,0.816852744886975,0.1569,2.2223,10.9564
"tool","L2-load MPKI","C++","fmt-3750",1173,0.675,0.880106564364876,0.1659,2.32556,8.5349
"tool","L2-load MPKI","C++","fmt-3901",596,0.5884,0.786696644295302,0.168925,1.957725,7.743
"tool","L2-load MPKI","C++","json-4237",1468,0.4754,0.644275068119891,0.0013,1.972985,11.7045
"tool","L2-load MPKI","Go","caddy-4774",1238,0.80875,1.15560670436187,0.22551,2.007815,126.5886
"tool","L2-load MPKI","Go","gin-2121",152,0.86675,0.921292105263158,0.292985,1.658855,2.3262
"tool","L2-load MPKI","Go","hugo-12579",720,0.4201,0.641547638888889,0.11021,1.6961,8.7791
"tool","L2-load MPKI","Go","prometheus-10720",834,0.94635,0.954590287769784,0.14603,1.96087,8.3858
"tool","L2-load MPKI","Java","gson-1093",272,0.58075,0.856191176470588,0.11087,1.70225,16.6819
